intent,subject,question,answer
general,general,what do you do?,i'm a babysitter.
general,general,i'm a babysitter.,is that a lot of work?
general,general,is that a lot of work?,babies cry all the time.
general,general,babies cry all the time.,you have to change their diapers.
general,general,you have to change their diapers.,i have to feed them.
general,general,i have to feed them.,are you looking for another job?
general,general,are you looking for another job?,"no, i'm looking for another family."
general,general,"no, i'm looking for another family.",another family?
general,general,another family?,a family with only one baby.
general,general,a family with only one baby.,that's a good idea.
general,general,i need a job.,what was your last job?
general,general,what was your last job?,i was a painter.
general,general,i was a painter.,what happened?
general,general,what happened?,i got laid off because there was no work.
general,general,i got laid off because there was no work.,what else can you do?
general,general,what else can you do?,i'm a handyman.
general,general,i'm a handyman.,can you fix a dripping faucet in a kitchen sink?
general,general,can you fix a dripping faucet in a kitchen sink?,of course.
general,general,of course.,then i have a job for you in my kitchen.
general,general,then i have a job for you in my kitchen.,it will cost you only $20 plus parts.
general,general,it will cost you only $20 plus parts.,okay. that sounds like a fair price.
general,general,what would you do if you lost your job?,i have no idea. i've been here for 20 years.
general,general,i have no idea. i've been here for 20 years.,do you have any other skills?
general,general,do you have any other skills?,"well, i know how to flip hamburgers."
general,general,"well, i know how to flip hamburgers.",no one would hire you to flip hamburgers.
general,general,no one would hire you to flip hamburgers.,have you heard something that you're not telling me?
general,general,have you heard something that you're not telling me?,what do you mean?
general,general,what do you mean?,are there going to be layoffs at this place?
general,general,are there going to be layoffs at this place?,i certainly hope not!
general,general,i certainly hope not!,"if you got laid off, you'd be flipping hamburgers, too."
general,general,"if you got laid off, you'd be flipping hamburgers, too.","oh great, we could both work at burger king."
general,general,"oh great, we could both work at burger king.","maybe we'd get laid off there, too."
general,general,do your students ever talk about their jobs?,"yes, and they ask me what jobs are the best."
general,general,"yes, and they ask me what jobs are the best.",i tell my students to become a teacher.
general,general,i tell my students to become a teacher.,teaching is a great job.
general,general,teaching is a great job.,it's the best job i've ever had.
general,general,it's the best job i've ever had.,what makes it so good?
general,general,what makes it so good?,"for me, it's the students."
general,general,"for me, it's the students.",what do you mean?
general,general,what do you mean?,i mean i have wonderful students.
general,general,i mean i have wonderful students.,that must be nice.
general,general,that must be nice.,teaching is the best part of my whole day.
general,general,teaching is the best part of my whole day.,you're a lucky man to have a job you love.
general,general,"boy, i'm glad that job is finished.",how long did it take?
general,general,how long did it take?,"four hours, without a break."
general,general,"four hours, without a break.",it's always nice to finish a job.
general,general,it's always nice to finish a job.,"well, it's good and bad."
general,general,"well, it's good and bad.",what's bad about it?
general,general,what's bad about it?,"when you finish, all you do is start another job!"
general,general,"when you finish, all you do is start another job!","yes, that's right. it does get boring."
general,general,"yes, that's right. it does get boring.","especially if it's the same work, over and over."
general,general,"especially if it's the same work, over and over.",but that's what most people do.
general,general,but that's what most people do.,"yes, i guess most of us are stuck in a routine."
general,general,"yes, i guess most of us are stuck in a routine.",i wonder if there is any job that you don't repeat over and over.
general,general,i think i have the worst boss in the world.,what makes him so bad?
general,general,what makes him so bad?,he's rude and he yells a lot.
general,general,he's rude and he yells a lot.,that's hard to take.
general,general,that's hard to take.,i've never heard him say please or thank you.
general,general,i've never heard him say please or thank you.,he sounds like a real jerk.
general,general,he sounds like a real jerk.,no one at work likes him.
general,general,no one at work likes him.,can't you report him to his supervisor?
general,general,can't you report him to his supervisor?,"of course not. if i do that, i'll lose my job."
general,general,"of course not. if i do that, i'll lose my job.","yes, they don't like troublemakers or complainers."
general,general,"yes, they don't like troublemakers or complainers.","i can't quit, because i'm making a good salary."
general,general,"i can't quit, because i'm making a good salary.",you shouldn't choose money over happiness.
general,general,what are we going to do?,about what?
general,general,about what?,about finding a job for me.
general,general,about finding a job for me.,you don't need a job. i make enough money for both of us.
general,general,you don't need a job. i make enough money for both of us.,that doesn't matter. i don't want to sit around.
general,general,that doesn't matter. i don't want to sit around.,"okay, what kind of job do you want?"
general,general,"okay, what kind of job do you want?",i'm not sure.
general,general,i'm not sure.,"well, you should do something that you enjoy."
general,general,"well, you should do something that you enjoy.",i enjoy selling. i was born to sell.
general,general,i enjoy selling. i was born to sell.,"okay, what do you want to sell?"
general,general,"okay, what do you want to sell?",cigarette lighters. i'll make a fortune.
general,general,cigarette lighters. i'll make a fortune.,but you hate cigarettes and you hate smoking!
general,general,a new hotel is looking for workers.,"yes, i saw it on the tv news."
general,general,"yes, i saw it on the tv news.",they need 300 new workers.
general,general,they need 300 new workers.,"and 4,000 people showed up."
general,general,"and 4,000 people showed up.",so many people are out of work.
general,general,so many people are out of work.,"i still have my job, thank goodness."
general,general,"i still have my job, thank goodness.","so do i, but i'm worried."
general,general,"so do i, but i'm worried.",me too. there are no guarantees.
general,general,me too. there are no guarantees.,"if you lose your job, you can move in with me."
general,general,"if you lose your job, you can move in with me.","oh, thank you. that's very nice of you."
general,general,"oh, thank you. that's very nice of you.",you would do the same for me.
general,general,you would do the same for me.,of course. what are friends for?
general,general,i think i did something real stupid.,what did you do?
general,general,what did you do?,i bought some stock.
general,general,i bought some stock.,everybody buys stock.
general,general,everybody buys stock.,i bought it on a hunch.
general,general,i bought it on a hunch.,you didn't read about the company first?
general,general,you didn't read about the company first?,i didn't have to. it's been in business for 60 years.
general,general,i didn't have to. it's been in business for 60 years.,so what's the problem?
general,general,so what's the problem?,i used all my savings on this one company.
general,general,i used all my savings on this one company.,you put all your eggs into one basket.
general,general,you put all your eggs into one basket.,"if the company goes out of business, i'll have nothing."
general,general,"if the company goes out of business, i'll have nothing.","oh, you'll have somethingyou'll have a lesson you'll never forget!"
general,general,i was going to be a doctor.,what happened to your plans?
general,general,what happened to your plans?,i got a d in college chemistry.
general,general,i got a d in college chemistry.,"well, a d is better than an f."
general,general,"well, a d is better than an f.",a tutor helped me get the d!
general,general,a tutor helped me get the d!,"so, you didn't become a doctor."
general,general,"so, you didn't become a doctor.",and now i'm glad that i didn't.
general,general,and now i'm glad that i didn't.,why's that?
general,general,why's that?,a hospital is the most dangerous place in the world.
general,general,a hospital is the most dangerous place in the world.,"oh, yes, because of all the killer germs."
general,general,"oh, yes, because of all the killer germs.","if you're a smart doctor, you stay away from hospitals."
general,general,"if you're a smart doctor, you stay away from hospitals.","yes, the smart doctors are those tv news doctorsno hospitals, no patients."
general,general,i want to be a mail carrier when i grow up.,why?
general,general,why?,because you get to meet a lot of people.
general,general,because you get to meet a lot of people.,you sure do.
general,general,you sure do.,and you get a lot of exercise every day.
general,general,and you get a lot of exercise every day.,that's the truth.
general,general,that's the truth.,and you get to play with a lot of dogs.
general,general,and you get to play with a lot of dogs.,"well, you're supposed to be working."
general,general,"well, you're supposed to be working.","yes, but i will always pet the friendly dogs."
general,general,"yes, but i will always pet the friendly dogs.",what about the unfriendly dogs?
general,general,what about the unfriendly dogs?,"i think if you are friendly to dogs, they are friendly to you."
general,general,"i think if you are friendly to dogs, they are friendly to you.",dogs are like peoplenot all of them are friendly.
general,general,i want to move to new york.,to the state or the city?
general,general,to the state or the city?,"to the city, of course."
general,general,"to the city, of course.",why do you want to move there?
general,general,why do you want to move there?,because i want to make a lot of money.
general,general,because i want to make a lot of money.,there are a lot of poor people in new york.
general,general,there are a lot of poor people in new york.,there sure areat least a million.
general,general,there sure areat least a million.,so how do you plan to become rich?
general,general,so how do you plan to become rich?,i will knock on the doors of all the corporations.
general,general,i will knock on the doors of all the corporations.,that won't make you rich. nobody will talk to you.
general,general,that won't make you rich. nobody will talk to you.,i will keep knocking on doors.
general,general,i will keep knocking on doors.,all you will get is sore knuckles.
general,general,i love salads.,me too.
general,general,me too.,i usually eat a simple salad.
general,general,i usually eat a simple salad.,what do you put in it?
general,general,what do you put in it?,"just lettuce, tomato, and celery."
general,general,"just lettuce, tomato, and celery.",that's it?
general,general,that's it?,i add some pepper and salt.
general,general,i add some pepper and salt.,i always put cheese in my salads.
general,general,i always put cheese in my salads.,"yes, cheese is nice."
general,general,"yes, cheese is nice.",what kind of dressing do you use?
general,general,what kind of dressing do you use?,i pour lots of french dressing on top.
general,general,i pour lots of french dressing on top.,me too. french dressing is so delicious! who cares about calories?
general,general,i love cheese.,me too.
general,general,me too.,where does cheese come from?
general,general,where does cheese come from?,it comes from cows.
general,general,it comes from cows.,"so we get cheese from cows, and we get milk, too?"
general,general,"so we get cheese from cows, and we get milk, too?","yes, we do."
general,general,"yes, we do.",what else do we get from cows?
general,general,what else do we get from cows?,we get hamburgers and steak.
general,general,we get hamburgers and steak.,"oh, that's so delicious."
general,general,"oh, that's so delicious.",we also get leather.
general,general,we also get leather.,"we get a lot of things from cows, don't we?"
general,general,"we get a lot of things from cows, don't we?",yes. a cow is man's best friend.
general,general,i used to work in a deli.,how did you like it?
general,general,how did you like it?,i loved it!
general,general,i loved it!,did you get free food?
general,general,did you get free food?,i ate free cheese and meat every day.
general,general,i ate free cheese and meat every day.,that sounds like a great job.
general,general,that sounds like a great job.,"whatever a customer ordered, i sliced off a little more for me."
general,general,"whatever a customer ordered, i sliced off a little more for me.",did you get fat?
general,general,did you get fat?,"no, but i did put on a few pounds."
general,general,"no, but i did put on a few pounds.",that sounds like a dream job.
general,general,that sounds like a dream job.,"it was, until one day my manager caught me."
general,general,"it was, until one day my manager caught me.","no more free cheese for you, huh?"
general,general,i'm on a new diet.,what are you eating now?
general,general,what are you eating now?,i switched from pasta to potatoes.
general,general,i switched from pasta to potatoes.,why did you do that?
general,general,why did you do that?,pasta is processed food. potatoes are natural food.
general,general,pasta is processed food. potatoes are natural food.,natural food has more vitamins.
general,general,natural food has more vitamins.,and it's just as easy to prepare.
general,general,and it's just as easy to prepare.,how do you prepare the potatoes?
general,general,how do you prepare the potatoes?,"i wash them, and then steam them for 15 minutes."
general,general,"i wash them, and then steam them for 15 minutes.",that's pretty simple.
general,general,that's pretty simple.,"then i add butter, salt, and pepper."
general,general,"then i add butter, salt, and pepper.",can i have all those cans of tomato sauce you bought for your pasta?
general,general,my girlfriend's mom got mad at me at the dinner table.,why was that?
general,general,why was that?,i sprinkled salt and pepper on the food before i tasted it.
general,general,i sprinkled salt and pepper on the food before i tasted it.,what's the matter with that?
general,general,what's the matter with that?,her mom is a great cook.
general,general,her mom is a great cook.,"so, a little salt and pepper never hurt anything."
general,general,"so, a little salt and pepper never hurt anything.",it hurt her feelings.
general,general,it hurt her feelings.,oh.
general,general,oh.,"i apologized to her, but i could tell she was still upset."
general,general,"i apologized to her, but i could tell she was still upset.",maybe you shouldn't eat there again.
general,general,maybe you shouldn't eat there again.,i'm sure everything will be okay in a day or two.
general,general,i'm sure everything will be okay in a day or two.,it's your girlfriend's fault. she should have warned you.
general,general,i eat the same thing every day.,you're kidding.
general,general,you're kidding.,"no, i'm serious."
general,general,"no, i'm serious.",doesn't that get old?
general,general,doesn't that get old?,"no, because i'm eating food that i like."
general,general,"no, because i'm eating food that i like.",but the same thing day after day gets old.
general,general,but the same thing day after day gets old.,"well, i guess if it ever does get old, i'll change to something different."
general,general,"well, i guess if it ever does get old, i'll change to something different.",do you eat fruits and vegetables every day?
general,general,do you eat fruits and vegetables every day?,"no, i hate vegetables."
general,general,"no, i hate vegetables.",but you eat fruits.
general,general,but you eat fruits.,"i eat two apples, one banana, and one orange every day."
general,general,"i eat two apples, one banana, and one orange every day.","well, there's nothing wrong with that."
general,general,there's something wrong with my orange.,what's wrong?
general,general,what's wrong?,it's not orange!
general,general,it's not orange!,your orange isn't orange?
general,general,your orange isn't orange?,"no, it's dark pink!"
general,general,"no, it's dark pink!",are you sure? i never heard of such a thing.
general,general,are you sure? i never heard of such a thing.,"i just peeled it, and i'm looking at it right now."
general,general,"i just peeled it, and i'm looking at it right now.","let me see. yes, you're right. your orange is pink."
general,general,"let me see. yes, you're right. your orange is pink.",who ever heard of such a thing?
general,general,who ever heard of such a thing?,"oh, look. here's the little sticker that was on it. it's called a pink navel."
general,general,"oh, look. here's the little sticker that was on it. it's called a pink navel.",what is this world coming to?
general,general,what is this world coming to?,who knows? maybe soon we'll have pink bananas.
general,general,i love peanuts.,"me, too. i love them roasted and salted."
general,general,"me, too. i love them roasted and salted.",i love boiled peanuts.
general,general,i love boiled peanuts.,boiled? i never heard of that.
general,general,boiled? i never heard of that.,just boil raw peanuts in salt water until the shells are soft.
general,general,just boil raw peanuts in salt water until the shells are soft.,i'll have to try them sometime.
general,general,i'll have to try them sometime.,they're best when they're hot.
general,general,they're best when they're hot.,my brother is allergic to peanuts.
general,general,my brother is allergic to peanuts.,that's not good.
general,general,that's not good.,"no, it isn't. he almost died when he was little."
general,general,"no, it isn't. he almost died when he was little.",i guess he has to be very careful about what he eats.
general,general,i guess he has to be very careful about what he eats.,he has a very strict diet.
general,general,i'm gaining weight.,how much have you gained?
general,general,how much have you gained?,three pounds just this month.
general,general,three pounds just this month.,do you know why?
general,general,do you know why?,i think it's the ice cream.
general,general,i think it's the ice cream.,you started eating ice cream?
general,general,you started eating ice cream?,it was on sale.
general,general,it was on sale.,how much did you buy?
general,general,how much did you buy?,i filled up my freezer with ice cream.
general,general,i filled up my freezer with ice cream.,"well, it won't last forever."
general,general,"well, it won't last forever.","no, i figure i'll finish it all by next week."
general,general,"no, i figure i'll finish it all by next week.","then you can start losing weight, if there isn't another sale."
general,general,i'm stuffed.,of course you are. you ate everything on the table.
general,general,of course you are. you ate everything on the table.,i don't like to eat leftovers.
general,general,i don't like to eat leftovers.,i'm glad to hear there's something you don't like to eat.
general,general,i'm glad to hear there's something you don't like to eat.,i like my food hot and fresh.
general,general,i like my food hot and fresh.,you like to see it disappear.
general,general,you like to see it disappear.,i don't like it reheated.
general,general,i don't like it reheated.,"well, you'll have hot fresh food tomorrow night."
general,general,"well, you'll have hot fresh food tomorrow night.",i'm so full i'm going to burst.
general,general,i'm so full i'm going to burst.,you should loosen your belt.
general,general,you should loosen your belt.,i already loosened my belt and unbuttoned my pants.
general,general,i already loosened my belt and unbuttoned my pants.,"well, don't stand up, please."
general,general,i saw what you did.,i didn't do anything.
general,general,i didn't do anything.,"oh yes, you did."
general,general,"oh yes, you did.",what are you talking about?
general,general,what are you talking about?,you know what i'm talking about.
general,general,you know what i'm talking about.,i don't have any idea.
general,general,i don't have any idea.,you know what you did.
general,general,you know what you did.,"maybe i know, but how could you know?"
general,general,"maybe i know, but how could you know?",because i was watching you.
general,general,because i was watching you.,"okay, i'm sorry i did it."
general,general,"okay, i'm sorry i did it.",don't drink milk out of the carton. use a glass!
general,general,don't drink milk out of the carton. use a glass!,i promise i'll never drink out of the carton again.
general,general,i like that shirt.,so do i.
general,general,so do i.,how much is it?
general,general,how much is it?,i don't know. the tag is missing.
general,general,i don't know. the tag is missing.,ask the clerk.
general,general,ask the clerk.,i will.
general,general,i will.,"oh, look. here's another shirt just like it."
general,general,"oh, look. here's another shirt just like it.",does it have a price tag?
general,general,does it have a price tag?,"yes, it does. it's only $20."
general,general,"yes, it does. it's only $20.",that's a great price.
general,general,that's a great price.,i think i'll buy both of them.
general,general,i think i'll buy both of them.,you'd better try them on first.
general,general,i bought you a pair of pants.,thank you.
general,general,thank you.,i hope they fit.
general,general,i hope they fit.,i hope you kept the receipt.
general,general,i hope you kept the receipt.,you think they won't fit?
general,general,you think they won't fit?,i think i've put on some weight.
general,general,i think i've put on some weight.,you think?
general,general,you think?,maybe a pound or two.
general,general,maybe a pound or two.,maybe four or five pounds?
general,general,maybe four or five pounds?,my waist is bigger than it was.
general,general,my waist is bigger than it was.,no problem. these pants have an elastic waistband.
general,general,no problem. these pants have an elastic waistband.,you are so smart!
general,general,what do we need to buy?,let me look at our list.
general,general,let me look at our list.,i know that we need milk.
general,general,i know that we need milk.,nonfat.
general,general,nonfat.,of course. what else?
general,general,of course. what else?,"we need cheese, bread, and ham."
general,general,"we need cheese, bread, and ham.",what kind of cheese?
general,general,what kind of cheese?,swiss.
general,general,swiss.,"of course, the cheese with holes in it."
general,general,"of course, the cheese with holes in it.",i never used to buy swiss cheese.
general,general,i never used to buy swiss cheese.,why not?
general,general,why not?,i didn't want to pay for the holes.
general,general,i need some pants.,i thought you just bought a pair.
general,general,i thought you just bought a pair.,i did.
general,general,i did.,what's wrong with them so soon?
general,general,what's wrong with them so soon?,"the pants are fine, but the pocket has a huge hole in it."
general,general,"the pants are fine, but the pocket has a huge hole in it.",you shouldn't carry your keys and pens in your pocket.
general,general,you shouldn't carry your keys and pens in your pocket.,but that's what pockets are for.
general,general,but that's what pockets are for.,you should carry them in a purse.
general,general,you should carry them in a purse.,"i'm a man, and men don't carry purses!"
general,general,"i'm a man, and men don't carry purses!","well, you should buy pants with stronger pockets."
general,general,"well, you should buy pants with stronger pockets.",i would if i could find someone who makes strong pockets.
general,general,i would if i could find someone who makes strong pockets.,try a google search online.
general,general,what are those wipes for?,you use them to wipe the handle of the shopping cart.
general,general,you use them to wipe the handle of the shopping cart.,that's a great idea.
general,general,that's a great idea.,"yes, all the markets just started offering wipes to shoppers."
general,general,"yes, all the markets just started offering wipes to shoppers.",i'm going to take five wipes.
general,general,i'm going to take five wipes.,what do you need five of them for?
general,general,what do you need five of them for?,"one to wipe the handle, and the others to wipe the produce."
general,general,"one to wipe the handle, and the others to wipe the produce.",what's the matter with the produce?
general,general,what's the matter with the produce?,do you think the bananas fell from the sky?
general,general,do you think the bananas fell from the sky?,what do you mean?
general,general,what do you mean?,"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges."
general,general,"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.","well, you better save a wipe for the dirty dollar bills you're going to pay with."
general,general,did you go to the 99 cents store?,"yes, i did."
general,general,"yes, i did.",what did you buy?
general,general,what did you buy?,"well, i got a lot of good deals, as usual."
general,general,"well, i got a lot of good deals, as usual.",like what?
general,general,like what?,"well, a dozen large eggs were only 99 cents."
general,general,"well, a dozen large eggs were only 99 cents.",that's a good deal.
general,general,that's a good deal.,and a one-pound tub of soft butter was the same price.
general,general,and a one-pound tub of soft butter was the same price.,another good deal.
general,general,another good deal.,but the best deal was five pounds of potatoes for 99 cents.
general,general,but the best deal was five pounds of potatoes for 99 cents.,i don't know how that store makes money.
general,general,i don't know how that store makes money.,"neither do i, but they're doing something right."
general,general,i need a new computer.,what's the matter with yours?
general,general,what's the matter with yours?,it's six years old.
general,general,it's six years old.,that's pretty old.
general,general,that's pretty old.,"it still works, but i'm going to give it to a charity."
general,general,"it still works, but i'm going to give it to a charity.",are you going to buy a desktop or laptop?
general,general,are you going to buy a desktop or laptop?,"oh, a laptop, of course."
general,general,"oh, a laptop, of course.",a pc or a mac?
general,general,a pc or a mac?,i haven't decided yet.
general,general,i haven't decided yet.,more and more people are using macs.
general,general,more and more people are using macs.,but 90 percent of the world uses pcs.
general,general,but 90 percent of the world uses pcs.,and that's not going to change anytime soon.
general,general,i got ripped off.,what happened?
general,general,what happened?,"i had a car problem, so i went online."
general,general,"i had a car problem, so i went online.",did you find a solution?
general,general,did you find a solution?,"yes, i did. a site i went to said they would send me the solution."
general,general,"yes, i did. a site i went to said they would send me the solution.","so, what's the problem?"
general,general,"so, what's the problem?","i sent them $20 using my credit card, but they never sent me the solution."
general,general,"i sent them $20 using my credit card, but they never sent me the solution.",what are you going to do?
general,general,what are you going to do?,i sent them an email asking for my money back.
general,general,i sent them an email asking for my money back.,have you heard from them?
general,general,have you heard from them?,not yet. it's been a week.
general,general,not yet. it's been a week.,"well, i guess that's a $20 lesson for you."
general,general,where's the pencil sharpener?,which one?
general,general,which one?,any one. i need to sharpen this pencil.
general,general,any one. i need to sharpen this pencil.,i think there's one on the dining room table.
general,general,i think there's one on the dining room table.,i already looked there.
general,general,i already looked there.,did you look in the desk drawer?
general,general,did you look in the desk drawer?,"yes, i looked there, too."
general,general,"yes, i looked there, too.",don't we have about five sharpeners?
general,general,don't we have about five sharpeners?,"yes, but they seem to have legs."
general,general,"yes, but they seem to have legs.",tomorrow i'm going to buy an electric sharpener.
general,general,tomorrow i'm going to buy an electric sharpener.,get one with the rubber suction cups on the bottom.
general,general,get one with the rubber suction cups on the bottom.,yes. that way it will stay where i put it.
general,general,i'm trying to stretch my dollars.,how are you doing that?
general,general,how are you doing that?,i started shopping at the dollar store.
general,general,i started shopping at the dollar store.,that saves a lot of money.
general,general,that saves a lot of money.,i bought three pounds of potatoes for a dollar.
general,general,i bought three pounds of potatoes for a dollar.,that's a good deal.
general,general,that's a good deal.,"yes, even though some of the potatoes had eyes."
general,general,"yes, even though some of the potatoes had eyes.",just put them in the fridge.
general,general,just put them in the fridge.,"also, i bought a can of cheap coffee and a bag of good coffee."
general,general,"also, i bought a can of cheap coffee and a bag of good coffee.",why did you do that?
general,general,why did you do that?,i mixed them together.
general,general,i mixed them together.,"if the coffee still tastes okay, that's a good idea."
general,general,i really like this house.,can we afford it?
general,general,can we afford it?,they want 20 percent down.
general,general,they want 20 percent down.,that's a lot of money.
general,general,that's a lot of money.,but the house is so nice.
general,general,but the house is so nice.,it's in a great neighborhood.
general,general,it's in a great neighborhood.,it's close to the beach.
general,general,it's close to the beach.,it's close to the freeways.
general,general,it's close to the freeways.,it's got a big yard.
general,general,it's got a big yard.,"the kids love the house, too."
general,general,"the kids love the house, too.","if we don't buy it, someone else will."
general,general,"if we don't buy it, someone else will.",you're right. let's buy it now. we can worry later.
general,general,we can't afford this house.,are you sure?
general,general,are you sure?,"we will be house rich, but cash poor."
general,general,"we will be house rich, but cash poor.",what do you mean?
general,general,what do you mean?,our monthly payments will be too high.
general,general,our monthly payments will be too high.,we won't have any money for other things?
general,general,we won't have any money for other things?,"no, we won't have money for gas or food."
general,general,"no, we won't have money for gas or food.",we'll be eating peanut butter sandwiches?
general,general,we'll be eating peanut butter sandwiches?,without the peanut butter!
general,general,without the peanut butter!,that's no good!
general,general,that's no good!,we have to find a cheaper house.
general,general,we have to find a cheaper house.,of course. we can't live without gas or peanut butter.
general,general,that is a beautiful house.,i don't like it.
general,general,i don't like it.,what's the matter with it?
general,general,what's the matter with it?,it's on the corner.
general,general,it's on the corner.,so?
general,general,so?,that means it gets twice as much traffic.
general,general,that means it gets twice as much traffic.,you're right.
general,general,you're right.,"when you're inside, you will always hear cars stopping and stopping at the intersection."
general,general,"when you're inside, you will always hear cars stopping and stopping at the intersection.",or you'll hear the collision if someone doesn't stop.
general,general,or you'll hear the collision if someone doesn't stop.,or you'll see the collision if they crash into the house.
general,general,or you'll see the collision if they crash into the house.,let's find a house that's at the end of a dead end.
general,general,let's find a house that's at the end of a dead end.,"that's perfect. the less traffic, the better."
general,general,i hate looking for an apartment.,"me, too."
general,general,"me, too.",we have a 2 o'clock appointment to see the one on main street.
general,general,we have a 2 o'clock appointment to see the one on main street.,we'd better get ready to go.
general,general,we'd better get ready to go.,it's an upstairs unit.
general,general,it's an upstairs unit.,"that's good, because i don't want to live under people with loud feet."
general,general,"that's good, because i don't want to live under people with loud feet.",and it's a corner unit.
general,general,and it's a corner unit.,that's great. we won't have neighbors on both sides of us.
general,general,that's great. we won't have neighbors on both sides of us.,no pets are allowed.
general,general,no pets are allowed.,perfect. we don't have to listen to barking dogs.
general,general,perfect. we don't have to listen to barking dogs.,and there are only six units in the whole building.
general,general,and there are only six units in the whole building.,where's the checkbook? i'm ready to rent it without even seeing it.
general,general,did you call the manager?,yes. he said he'd come over tomorrow.
general,general,yes. he said he'd come over tomorrow.,did he say what time?
general,general,did he say what time?,yes. he said he'd be here at 9 o'clock.
general,general,yes. he said he'd be here at 9 o'clock.,did he understand what the problem is?
general,general,did he understand what the problem is?,yes. i told him our doorbell doesn't work.
general,general,yes. i told him our doorbell doesn't work.,it shouldn't take him long to fix it.
general,general,it shouldn't take him long to fix it.,i don't even know why we need to fix it.
general,general,i don't even know why we need to fix it.,in case we have visitors.
general,general,in case we have visitors.,but they can just knock on the door.
general,general,but they can just knock on the door.,"actually, i want him to look at our carpet, too."
general,general,"actually, i want him to look at our carpet, too.","yes, it would be nice if he'd give us a new carpet."
general,general,do you like this house?,"yes, it's beautiful."
general,general,"yes, it's beautiful.",it's perfect for us and the kids.
general,general,it's perfect for us and the kids.,"three bedrooms, three bathrooms, and a big back yard."
general,general,"three bedrooms, three bathrooms, and a big back yard.",and we can afford it!
general,general,and we can afford it!,so are we going to buy it?
general,general,so are we going to buy it?,i'm afraid not.
general,general,i'm afraid not.,"it's too far from your job, isn't it?"
general,general,"it's too far from your job, isn't it?",i can't spend four hours on the road every day.
general,general,i can't spend four hours on the road every day.,"by the time you get home, you'll be too tired to even eat."
general,general,"by the time you get home, you'll be too tired to even eat.",i won't be able to play with the kids.
general,general,i won't be able to play with the kids.,"no, we have to find something closer to your job."
general,general,"boy, it's chilly outside, isn't it?",it sure is.
general,general,it sure is.,"in fact, it's chilly in the apartment, too."
general,general,"in fact, it's chilly in the apartment, too.",let's turn on the heat.
general,general,let's turn on the heat.,i'll check to make sure that all the windows are shut.
general,general,i'll check to make sure that all the windows are shut.,it should be warmer in a few minutes.
general,general,it should be warmer in a few minutes.,it's so nice to have a heated apartment.
general,general,it's so nice to have a heated apartment.,how did they survive in the old days?
general,general,how did they survive in the old days?,they had fireplaces.
general,general,they had fireplaces.,someone had to chop the wood.
general,general,someone had to chop the wood.,and carry it into the house.
general,general,and carry it into the house.,all we have to do is flip a switch.
general,general,this is a nice neighborhood.,the streets are clean and quiet.
general,general,the streets are clean and quiet.,the neighbors don't party on the weekends.
general,general,the neighbors don't party on the weekends.,people take care of their lawns.
general,general,people take care of their lawns.,no rusty old cars are sitting in the front yards.
general,general,no rusty old cars are sitting in the front yards.,we never have to call the police about anything.
general,general,we never have to call the police about anything.,our kids are completely safe.
general,general,our kids are completely safe.,so why are we selling our house?
general,general,so why are we selling our house?,they're building a 3-story apartment building on the corner.
general,general,they're building a 3-story apartment building on the corner.,so we've got to sell before property values go down?
general,general,so we've got to sell before property values go down?,yes. i still can't believe our city council allowed this building.
general,general,yes. i still can't believe our city council allowed this building.,they're probably getting something under the table.
general,general,that was a huge fire in santa barbara.,"yes, it was."
general,general,"yes, it was.",they said about 30 houses burned to the ground.
general,general,they said about 30 houses burned to the ground.,and they were expensive houses.
general,general,and they were expensive houses.,i feel so sorry for those people.
general,general,i feel so sorry for those people.,why feel sorry for rich people?
general,general,why feel sorry for rich people?,i feel sorry for anyone who loses their home.
general,general,i feel sorry for anyone who loses their home.,"so do i, but not if they're rich."
general,general,"so do i, but not if they're rich.",what does that have to do with it?
general,general,what does that have to do with it?,rich people think they're better than us.
general,general,rich people think they're better than us.,how many rich people do you know?
general,general,how many rich people do you know?,none.
general,general,bears are invading our neighborhoods.,of course they are. they're starving to death.
general,general,of course they are. they're starving to death.,they should stay in the woods where they belong.
general,general,they should stay in the woods where they belong.,there's no food in the woods.
general,general,there's no food in the woods.,can't they eat grass?
general,general,can't they eat grass?,do you think a bear is a cow?
general,general,do you think a bear is a cow?,"well, i've seen them eating berries."
general,general,"well, i've seen them eating berries.",berries aren't in season all year round.
general,general,berries aren't in season all year round.,it's too dangerous for kids and pets.
general,general,it's too dangerous for kids and pets.,people need to cover their trash cans.
general,general,people need to cover their trash cans.,the police need to shoot all the bears.
general,general,the police need to shoot all the bears.,you don't solve a problem by shooting it.
general,general,who did you vote for?,i voted for obama.
general,general,i voted for obama.,me too.
general,general,me too.,he will be a great president.
general,general,he will be a great president.,everyone likes him.
general,general,everyone likes him.,he's a good speaker.
general,general,he's a good speaker.,and he's really smart.
general,general,and he's really smart.,he will solve our problems.
general,general,he will solve our problems.,he will end the war.
general,general,he will end the war.,the next four years will be good years.
general,general,the next four years will be good years.,"i'll vote for him next time, too."
general,general,"i'll vote for him next time, too.",i think everyone will.
general,general,the election is next week.,who are you voting for?
general,general,who are you voting for?,i'm not voting for the mayor.
general,general,i'm not voting for the mayor.,why not?
general,general,why not?,he made promises that he didn't keep.
general,general,he made promises that he didn't keep.,like what?
general,general,like what?,"he promised to hire 1,000 more police officers."
